Kevin McCarthy	0	0.0
Leader	0	0.0
Kevin	0	0.0
legislation	1	0.35
McCarthy	0	0.0
California	0	0.0
legislation repealing	1	0.15
repealing	1	0.4
Obamacare	1	0.05
replacing	1	0.1
ready	0	0.0
late	0	0.0
February	0	0.0
Democratic	1	0.1
According	0	0.0
Senator	1	0.05
million	1	0.05
Bernie	0	0.0
Sanders	0	0.0
health insurance	1	0.05
people	0	0.0
lose	0	0.0
health	0	0.0
insurance	1	0.15
ACA	1	0.05
repealed	0	0.0
jet crashes	0	0.0
Fighter	0	0.0
jet	0	0.0
crashes	0	0.0
airshow	1	0.25
Children	0	0.0
Day	0	0.0
Thailand	0	0.0
crashed	1	0.05
fighter	0	0.0
jet	0	0.0
pilot	1	0.1
killing	0	0.0
International	1	0.05
Hat	0	0.0
Yai	0	0.0
Songkhla​	0	0.0
Airport	0	0.0
Songkhla	0	0.0
annual	1	0.05
Thailand	0	0.0
morning	0	0.0
airshow	1	0.3
Children	0	0.0
Day	0	0.0
Gripen	1	0.1
JAS	0	0.0
crashed	1	0.1
runway	1	0.15
exploded	1	0.4
local	0	0.0
time	0	0.0
UTC	0	0.0
commercial	1	0.45
closing	0	0.0
airport	0	0.0
flights	0	0.0
identified	1	0.1
pilot	0	0.0
Squadron	1	0.1
Squadron Leader	1	0.25
Dilokrit Pattavee	0	0.0
Leader	0	0.0
Dilokrit	0	0.0
Pattavee	0	0.0
vehicle	1	0.05
Local	0	0.0
media	0	0.0
reports	0	0.0
airport	0	0.0
fire	0	0.0
vehicle rolled over	1	0.05
rolled	1	0.15
rolled over	0	0.0
responding	1	0.15
screamed	1	0.3
Children	0	0.0
video footage	1	0.1
video	0	0.0
footage	1	0.2
crash	1	0.05
Royal Thai Air Force	1	0.05
Royal	0	0.0
accident	1	0.05
Thai	0	0.0
Air	0	0.0
Force	0	0.0
asked	0	0.0
images	0	0.0
deterred	1	1.0
shared	0	0.0
press	0	0.0
spokesperson	1	0.25
Air	0	0.0
Force	0	0.0
Pongsak Semachai	0	0.0
Pongsak	0	0.0
investigatory	1	0.15
Semachai	0	0.0
investigatory commission	1	0.5
commission	0	0.0
formed	0	0.0
Prayut Chan-o-cha	0	0.0
Prime	0	0.0
Minister	0	0.0
Prayut	0	0.0
offered	1	0.05
Chan-o-cha	0	0.0
offered his sympathies	1	0.05
sympathies	1	0.6
relatives	1	0.05
Pattavee	0	0.0
purchasing	1	0.1
Thailand	0	0.0
began	0	0.0
Gripen jets	1	0.05
Swedish-built	0	0.0
Gripen	0	0.0
jets	0	0.0
neighbours	1	0.15
None	0	0.0
aircraft	1	0.05
similar	0	0.0
baht	1	0.15
cost	0	0.0
nation	0	0.0
experiments	1	0.35
performed	1	0.15
laboratory	1	0.35
laboratory mice	1	0.05
mice	1	0.05
research	0	0.0
engineered	1	0.2
team	0	0.0
engineered virus	1	0.15
virus	1	0.05
target	1	0.05
alter	1	0.05
specific	1	0.05
specific sets	1	0.1
neurons	1	0.6
sets	0	0.0
fitted	1	0.1
Then	0	0.0
intracranial	1	0.8
mice	0	0.0
intracranial optical fibers	1	0.25
optical	1	0.2
fibers	1	0.1
expose	1	0.05
brains	0	0.0
blue	0	0.0
light	0	0.0
excited	1	0.15
system	0	0.0
neurons	1	0.15
sets	0	0.0
amygdala	1	0.75
located	0	0.0
emotion and aggression	1	0.05
part	0	0.0
brain	0	0.0
emotion	0	0.0
aggression	1	0.35
stimulated	1	0.35
set	0	0.0
stimulated prey pursuit	1	0.05
stimulated prey pursuit behavior	1	0.1
prey	1	0.15
prey pursuit	0	0.0
prey pursuit behavior	1	0.1
pursuit	1	0.45
behavior	1	0.1
stalking	1	0.35
stimulated	1	0.3
jaw	1	0.05
animal	0	0.0
neck	0	0.0
muscles	0	0.0
exposed	0	0.0
primed	1	0.35
laser	0	0.0
primed mice	1	0.05
stalk	1	0.15
mice	0	0.0
stalk and then pounce	0	0.0
pounce	1	0.35
pounce on	1	0.05
enclosure	1	0.25
bite	0	0.0
object	0	0.0
scent	0	0.0
objects	0	0.0
food	0	0.0
prey	0	0.0
sticks	0	0.0
bottle	0	0.0
caps	0	0.0
Representative	1	0.5
Tom	0	0.0
MacArthur	0	0.0
New	0	0.0
Jersey	0	0.0
agreed	0	0.0
're	0	0.0
loading	0	0.0
gun	0	0.0
process	1	0.15
's	0	0.0
pointed	0	0.0
start	0	0.0
Jezebel	1	0.05
Anna	0	0.0
Merlan	0	0.0
Associated	1	0.05
Anthony	0	0.0
Taylor	0	0.0
Associated Press	1	0.05
dismiss	1	0.25
Press	0	0.0
timeline	1	0.15
Trump	0	0.0
impossible	1	0.05
complicated	1	0.2
complicated nature	1	0.15
congressional	1	0.4
nature	0	0.0
congressional workings	1	0.15
workings	0	0.0
possibility	1	0.1
Senator	0	0.0
Collins	0	0.0
agreed	0	0.0
n't	0	0.0
comprehensive	1	0.6
comprehensive reform	1	0.2
comprehensive reform bill	1	0.15
reform	1	0.1
reform bill	0	0.0
bill	0	0.0
Obamacare	1	0.1
replace	0	0.0
end	0	0.0
month	0	0.0
feasible	1	0.7
n't	0	0.0
The Affordable Care Act	1	0.05
Affordable	1	0.15
cited	1	0.05
Care	0	0.0
Act	0	0.0
key accomplishment	0	0.0
key	0	0.0
accomplishment	1	0.65
administration	1	0.05
Obama	0	0.0
mixed reputation	1	0.05
mixed	0	0.0
reputation	1	0.35
conservatives	1	0.3
market-based	1	0.05
market-based health care system	1	0.05
flexible	1	0.15
health	0	0.0
care	0	0.0
system	0	0.0
efficient	1	0.15
costly	0	0.0
Affordable	1	0.05
Affordable Care Act	1	0.05
discredited	1	0.45
Care	0	0.0
Act	0	0.0
passed	0	0.0
Obama	0	0.0
discredited pledge	1	0.2
pledge	1	0.1
switch	1	0.15
current	0	0.0
health	0	0.0
plan	0	0.0
collision	1	0.6
Following	0	0.0
airport	1	0.05
Manas	0	0.0
yesterday	0	0.0
closed	0	0.0
national mourning	0	0.0
declared	0	0.0
day	0	0.0
national	0	0.0
mourning	1	0.7
Kyrgyzstan	1	0.05
flight	1	0.05
operated	1	0.15
ACT	0	0.0
Airlines	0	0.0
international	1	0.05
Manas	0	0.0
Bishkek	1	0.05
airport	0	0.0
located	0	0.0
capital	0	0.0
city	0	0.0
fatal	1	0.5
location	0	0.0
fatal crashes	1	0.05
crashes	1	0.1
en route	1	0.1
include	0	0.0
Boeing	0	0.0
crashed	1	0.05
route	0	0.0
Iran	0	0.0
shortly after take-off	0	0.0
shortly	0	0.0
take-off	1	0.2
people on board	1	0.05
killing	0	0.0
people	0	0.0
on board	1	0.05
board	1	0.05
contract	1	0.2
Robben	0	0.0
signs	0	0.0
contract extension	1	0.1
extension	1	0.3
announced	1	0.05
Bayern	0	0.0
German	0	0.0
football	0	0.0
club	0	0.0
FC	0	0.0
Bayern	0	0.0
Munich	0	0.0
yesterday	0	0.0
Dutch winger	1	0.05
Dutch	0	0.0
winger	1	0.15
Arjen	0	0.0
one contract extension	1	0.05
Robben	0	0.0
signed	0	0.0
contract extension	1	0.05
contract	0	0.0
extension	1	0.35
June	0	0.0
Robben	0	0.0
joined	0	0.0
German	0	0.0
side	0	0.0
Spanish	0	0.0
capital	0	0.0
club	0	0.0
Real	0	0.0
Madrid	0	0.0
Spending	0	0.0
Munich	0	0.0
years	0	0.0
scored	1	0.05
Robben	0	0.0
Bundesliga	1	0.1
goals	0	0.0
Bundesliga appearances	0	0.0
appearances	1	0.35
netted	1	0.6
League	1	0.1
goals	0	0.0
UEFA	0	0.0
Champions	0	0.0
matches	0	0.0
source	1	0.05
find	0	0.0
medicine	1	0.05
medicine in nature	1	0.05
species	1	0.3
nature	0	0.0
access	1	0.2
source	1	0.05
evolved	1	0.45
evolved the same behaviour	1	0.05
behaviour	1	0.25
lab	0	0.0
medicate	1	0.4
Also	0	0.0
ants	0	0.0
friends	0	0.0
research	1	0.1
Wikinews	0	0.0
working	0	0.0
Phew	1	0.1
NB	0	0.0
lots	0	0.0
questions	1	0.05
unanswered	1	0.35
left	0	0.0
Ph.D	1	0.05
ants	1	0.05
work	0	0.0
related	0	0.0
recognize	1	0.4
friend	0	0.0
n't	0	0.0
collaborating	1	0.8
started	0	0.0
Copenhagen	1	0.05
Michael	0	0.0
Poulsen	0	0.0
University	0	0.0
immunity	1	0.7
immunity in fungus-growing termites	0	0.0
fungus-growing	1	0.45
fungus-growing termites	1	0.05
termites	1	0.55
chemical	1	0.1
chemical recognition	1	0.05
chemical recognition abilities	1	0.15
recognition	1	0.3
recognition abilities	1	0.05
abilities	0	0.0
Furthermore	1	0.1
social parasitism	1	0.2
're	0	0.0
working	0	0.0
social	0	0.0
parasitism	1	0.8
wood-ants	1	0.1
exploiting	1	0.5
ants	0	0.0
lots	0	0.0
animals	0	0.0
nest	1	0.05
shelter	1	0.15
resources	1	0.15
somehow	0	0.0
fortress	1	0.5
killed	0	0.0
methods	1	0.1
WWikinews	0	0.0
equipment	1	0.5
investigation	0	0.0
NB	0	0.0
fun	0	0.0
low budget	1	0.1
work	0	0.0
low	0	0.0
budget	1	0.4
experimental	1	0.45
build	0	0.0
experimental setups	1	0.1
setups	1	0.2
equipment	1	0.2
nicknamed	1	0.3
lab	0	0.0
Nickinator	1	0.05
i-Nick	1	0.05
Nicktendo64	0	0.0
fundamental	1	0.7
's	0	0.0
money	0	0.0
fundamental science	1	0.05
science	1	0.1
wherever	1	0.05
moment	0	0.0
cut	0	0.0
costs	0	0.0
wild	1	0.05
collected	0	0.0
wild colonies	1	0.05
colonies	1	0.35
Formica fusca	1	0.2
Formica	0	0.0
fusca	1	0.25
searching	1	0.05
tree-trunks	1	0.2
logging	1	0.3
logging sites	1	0.2
sites	0	0.0
southern	0	0.0
Finland	0	0.0
housed	1	0.15
ants	1	0.05
nests	1	0.15
Y-tong	1	0.05
made	0	0.0
Y-tong [aerated concrete	1	0.05
aerated	1	0.1
aerated concrete	1	0.05
concrete	1	0.05
carve	1	0.35
's	0	0.0
soft	0	0.0
stone	0	0.0
easily	0	0.0
carved	1	0.1
old CD covers	0	0.0
squares	0	0.0
ants	0	0.0
live	0	0.0
covered	0	0.0
prevent	1	0.1
CD	0	0.0
covers	0	0.0
escaping	1	0.15
Force India	1	0.05
joined	0	0.0
F1	0	0.0
team	0	0.0
Force	0	0.0
India	0	0.0
joined	1	0.05
Marussia	1	0.1
following	1	0.1
F1	0	0.0
Monaco	1	0.05
year	0	0.0
Monaco Grand Prix	1	0.1
Grand Prix	1	0.05
Grand	0	0.0
scored	1	0.1
Prix	0	0.0
ninth-place	1	0.05
Marussia	0	0.0
points	0	0.0
ninth-place finish	1	0.05
finish	0	0.0
accident	1	0.15
sanctions	1	0.65
FIA	0	0.0
Formula One	1	0.05
Formula	0	0.0
Formula One racing	0	0.0
racing	1	0.05
panel	1	0.3
formed	0	0.0
investigate	1	0.55
crash	1	0.05
Afterwards	1	0.05
revealed	1	0.3
group	0	0.0
revealed its findings	0	0.0
Bianchi	1	0.05
findings	0	0.0
entered	1	0.05
run-off	1	0.15
run-off area	1	0.1
track	1	0.05
area	0	0.0
disabled	1	0.45
failsafe	1	0.65
failsafe mechanism	1	0.35
mechanism	1	0.25
throttle	1	0.9
applying	0	0.0
throttle and brake together	0	0.0
brake	1	0.15
feet	0	0.0
front	0	0.0
wheels	0	0.0
locked	0	0.0
panel	0	0.0
stated	0	0.0
slow	0	0.0
control	0	0.0
car	0	0.0
Eventually	1	0.15
mandated	1	0.8
F1	0	0.0
virtual safety car	1	0.2
virtual	0	0.0
requires	0	0.0
safety	0	0.0
car	0	0.0
enter the pit lane	0	0.0
drivers	0	0.0
enter	0	0.0
the pit	1	0.05
pit	1	0.05
proceeding	1	0.45
lane	0	0.0
slower	0	0.0
speeds	0	0.0
track	0	0.0
broadcasts	1	0.55
broadcasts	1	0.1
began	0	0.0
August	0	0.0
South	0	0.0
Korea	0	0.0
continue	0	0.0
exchange	1	0.2
fire	0	0.0
loudspeakers	1	0.05
North	0	0.0
Korea	0	0.0
stated	0	0.0
attack	0	0.0
loudspeakers broadcasting	1	0.05
loudspeakers broadcasting propaganda	0	0.0
broadcasting	0	0.0
propaganda	1	0.95
respond	1	0.1
militarily	1	0.15
broadcasts	1	0.05
hours	0	0.0
stop	0	0.0
militaries	1	0.05
countries	0	0.0
put	0	0.0
alert	1	0.1
high	0	0.0
levels	0	0.0
withholds	1	0.25
UK	0	0.0
judge	0	0.0
death	1	0.05
report	0	0.0
Thai	0	0.0
death penalty	1	0.05
penalty defendants	1	0.05
penalty	0	0.0
defendants	1	0.3
judgement	1	0.15
released	1	0.05
very considerable unease	1	0.05
today	0	0.0
Mr	0	0.0
Justice	0	0.0
Green	0	0.0
sitting	0	0.0
High	0	0.0
Court	0	0.0
London	0	0.0
spoke	0	0.0
considerable	1	0.15
considerable unease	1	0.15
unease	1	0.4
rejected	1	0.2
application	1	0.2
defendants	1	0.25
penalty	1	0.15
Thai	0	0.0
death	0	0.0
case	0	0.0
sought	1	0.1
pair	0	0.0
Metropolitan	1	0.25
assist	1	0.2
Police	0	0.0
report	0	0.0
hoped	0	0.0
assist their defence	0	0.0
defence	1	0.15
murders	1	0.1
occurred	1	0.15
picturesque	1	0.85
picturesque resort island	1	0.05
Koh Tao	1	0.05
resort	0	0.0
island	0	0.0
Koh	0	0.0
pictured	1	0.05
Tao	0	0.0
file	0	0.0
Minister	0	0.0
Thai	0	0.0
Prime	0	0.0
pictured	1	0.05
Chan-o-cha	0	0.0
negotiations	1	0.75
December	0	0.0
directly	0	0.0
involved	0	0.0
led	0	0.0
report	0	0.0
produced	0	0.0
starved	1	0.45
men	0	0.0
starved, suffocated, stripped naked	0	0.0
suffocated	1	0.8
stripped	1	0.4
stripped naked	1	0.05
exposed	1	0.05
naked	0	0.0
temperatures	1	0.1
cold	0	0.0
beaten	1	0.05
threatened	1	0.55
denied	1	0.15
denied legal representation	0	0.0
legal representation	1	0.1
legal	0	0.0
representation	1	0.1
Royal Thai	0	0.0
Royal	0	0.0
misconduct	1	0.75
Thai	0	0.0
Police	0	0.0
deny	0	0.0
Mr Justice Green	0	0.0
Mr	0	0.0
assistance	1	0.1
Justice	0	0.0
Green	0	0.0
read	0	0.0
report	0	0.0
decided	0	0.0
release	0	0.0
pair	0	0.0
report is known to contain	0	0.0
report	0	0.0
material	1	0.05
disputed	1	0.55
Phyo	0	0.0
Lin	0	0.0
confessions	1	0.5
repeated	0	0.0
representation	1	0.05
times	0	0.0
including	0	0.0
court	0	0.0
legal	0	0.0
retracting	1	0.75
backed up	1	0.1
backed	0	0.0
torture	1	0.4
evidence	1	0.15
claims	0	0.0
medical	0	0.0
the report described	0	0.0
Mr	0	0.0
Justice	0	0.0
Green	0	0.0
described	1	0.1
report	0	0.0
routine	1	0.3
respects	0	0.0
routine conduct	1	0.05
conduct	1	0.1
crime investigation	1	0.05
crime	0	0.0
investigation	1	0.1
Extradition	1	0.95
Austria	0	0.0
dead	0	0.0
men	0	0.0
women	0	0.0
children	0	0.0
are thought	1	0.05
children	0	0.0
alongside	1	0.2
thought	0	0.0
aged	0	0.0
years	0	0.0
eighteen-month-old	1	0.1
baby	0	0.0
Syrian	0	0.0
travel document	1	0.05
travel	0	0.0
document	1	0.1
spokesman	1	0.2
found	0	0.0
police	0	0.0
Hans	0	0.0
Peter Doskozil	0	0.0
Peter	0	0.0
Doskozil	0	0.0
journalists	1	0.15
told	0	0.0
first assumption	1	0.05
assumption	1	0.7
migrants	1	0.6
people	0	0.0
Syrian	0	0.0
group	0	0.0
migrants	1	0.15
rule out	1	0.1
rule	0	0.0
Africans	0	0.0
accused	1	0.3
escorted	1	0.75
Kecskemet	1	0.05
court	0	0.0
central	1	0.05
police convoy	0	0.0
Hungary	0	0.0
police	0	0.0
convoy	1	0.55
Reportedly	1	0.1
lorry	1	0.15
traveled	1	0.05
Kecskemet	1	0.05
presently	1	0.05
Hungary	0	0.0
building a border	0	0.0
building	0	0.0
fence	1	0.1
border	0	0.0
Serbian	1	0.05
Serbian frontier	1	0.05
frontier	1	0.35
migrants	1	0.1
war-torn	1	0.1
war-torn Syria	1	0.05
access	1	0.05
Syria	0	0.0
regions	0	0.0
seek	0	0.0
access to	1	0.05
Schengen	1	0.1
movement	1	0.1
Area	0	0.0
free	0	0.0
covers	0	0.0
EU	0	0.0
lorry	1	0.3
so-called	1	0.05
Eastern Motorway	0	0.0
Eastern	0	0.0
Motorway	1	0.05
Hungarian	1	0.05
A4	0	0.0
close	0	0.0
border	0	0.0
hard shoulder	1	0.1
hard	0	0.0
Neusiedl	1	0.05
shoulder	0	0.0
Parndorf	1	0.05
closer	1	0.05
Parndorf	0	0.0
victims	1	0.15
suffocated	1	0.9
thought	0	0.0
seeking	1	0.15
Police	0	0.0
driver	0	0.0
Krone	0	0.0
published	1	0.2
non-articulated	1	0.9
image	0	0.0
lorry	1	0.15
food	0	0.0
hard shoulder	1	0.05
hard	0	0.0
vehicle	1	0.05
shoulder	0	0.0
report	0	0.0
question	0	0.0
liquid	1	0.05
photo	0	0.0
shows	0	0.0
pool	0	0.0
dark	0	0.0
ground	0	0.0
vehicle	0	0.0
passing motorist	1	0.05
Video	0	0.0
passing	0	0.0
motorist	1	0.1
helicopter	1	0.2
shows	0	0.0
on-scene	1	0.1
branding	1	0.3
truck	0	0.0
pictures	0	0.0
meat	0	0.0
side	0	0.0
shows	0	0.0
Slovakian	1	0.05
Hyza	1	0.05
food	0	0.0
firm	0	0.0
sported	1	0.2
Earlier	0	0.0
today	0	0.0
company	0	0.0
website	0	0.0
apparent	1	0.4
apparent anti-immigration	1	0.05
apparent anti-immigration graphic	1	0.1
anti-immigration	1	0.45
anti-immigration graphic	1	0.15
graphic	1	0.2
removed	0	0.0
Wikinews	1	0.15
touch	0	0.0
Hyza	0	0.0
detention	1	0.65
detention relates	0	0.0
relates	0	0.0
discovery	1	0.15
Thursday	0	0.0
lorry	1	0.3
corpses	1	0.65
full	0	0.0
Austria	0	0.0
death toll	1	0.1
death	0	0.0
toll	1	0.05
yesterday	0	0.0
finalised	1	0.15
hearing	1	0.15
Today	0	0.0
Kecskemet	1	0.1
place	0	0.0
Palace	0	0.0
Justice	0	0.0
pictured	1	0.05
file	0	0.0
lorry	1	0.2
abandoned	1	0.55
hard shoulder	1	0.1
Wednesday	0	0.0
hard	0	0.0
shoulder	1	0.1
Eastern Motorway	1	0.05
Eastern	0	0.0
Hungarian	0	0.0
Motorway	0	0.0
border	0	0.0
Roadworkers	1	0.2
suspicious	1	0.6
seeping	1	0.3
dark	0	0.0
liquid	0	0.0
vehicle	1	0.05
responding	1	0.05
police	0	0.0
found	0	0.0
bodies	0	0.0
estimates	1	0.2
Initial	0	0.0
police	0	0.0
suffocated	1	0.8
lorry	1	0.1
back	0	0.0
Parndorf	1	0.05
arrested	1	0.1
men	0	0.0
thought	0	0.0
include	0	0.0
vehicle	0	0.0
owner	0	0.0
drivers	0	0.0
Bulgarian	0	0.0
Afghanistan	0	0.0
Criminal	0	0.0
Criminal suspects	1	0.15
suspects	1	0.1
prosecutors	1	0.75
Hungary	0	0.0
generally	0	0.0
held	0	0.0
hours	0	0.0
charge	0	0.0
citing	1	0.1
seriousness	1	0.2
extended	1	0.2
case	0	0.0
period	0	0.0
dubbed	1	0.75
gag	1	0.1
gag law	1	0.15
es	0	0.0
law	0	0.0
gagging	1	0.25
gagging law	1	0.1
law	0	0.0
prohibits	1	0.4
law	0	0.0
unauthorized	1	0.55
jeopardize	1	0.95
images	0	0.0
police	0	0.0
officers	0	0.0
protected	1	0.05
family	0	0.0
safety	0	0.0
facilities	1	0.15
operations	1	0.05
police	0	0.0
Joaquim Bosch	1	0.05
Judge	0	0.0
Joaquim	0	0.0
Democracy spokesperson	0	0.0
Bosch	0	0.0
Judges	0	0.0
Democracy	0	0.0
spokesperson	1	0.05
citizens	1	0.05
law	0	0.0
protests	1	0.15
security	0	0.0
law	0	0.0
government	0	0.0
avoid	0	0.0
citizens	0	0.0
indicate that the	0	0.0
opinion	0	0.0
polls	0	0.0
preoccupied	1	0.65
Spanish	0	0.0
society	0	0.0
economic situation	1	0.05
security	0	0.0
economic	0	0.0
political corruption	1	0.05
situation	0	0.0
political	0	0.0
corruption	1	0.35
Amnesty International	0	0.0
Amnesty	0	0.0
International condemned	0	0.0
International	0	0.0
condemned	1	0.55
threats	1	0.1
law	0	0.0
report	0	0.0
to stigmatize	1	0.05
fines	0	0.0
threats	0	0.0
beaten	0	0.0
government	0	0.0
stigmatize	1	1.0
stigmatize and criminalize	0	0.0
criminalize	1	0.55
people	0	0.0
practicing	0	0.0
rights	0	0.0
Virginia Álvarez	1	0.05
Virginia	0	0.0
instead of listening to their demands	0	0.0
Álvarez	0	0.0
wrote	0	0.0
report	0	0.0
noted	0	0.0
dialogue	1	0.25
listening	0	0.0
demands	0	0.0
starting	0	0.0
authorities	1	0.05
impede	1	0.7
impede people from protesting	0	0.0
protesting	1	0.05
people	0	0.0
shots	1	0.05
reported	1	0.15
fired	0	0.0
interviewee	1	0.85
Parker	0	0.0
Ward	0	0.0
killed	0	0.0
Vicki Gardner	0	0.0
Vicki	0	0.0
transported	1	0.25
Gardner	0	0.0
underwent	1	0.5
hospital	0	0.0
underwent surgery	1	0.1
surgery	1	0.05
injuries	1	0.1
stable	1	0.1
listed	0	0.0
stable condition	1	0.05
condition	0	0.0
gunman	1	0.05
identified	1	0.1
Vester Lee Flanagan	0	0.0
year-old	0	0.0
Vester	0	0.0
fled	1	0.2
Lee	0	0.0
Flanagan	0	0.0
II	0	0.0
scene	1	0.05
brief	1	0.05
chase	1	0.15
police	0	0.0
ensued	1	0.8
law enforcement	1	0.15
hours	0	0.0
law	0	0.0
enforcement	1	0.4
enforcement attempted	1	0.05
attempted	1	0.15
unsuccessfully	1	0.3
Flanagan	1	0.1
pull	0	0.0
Interstate	0	0.0
Fauquier	1	0.1
County	0	0.0
pulled off	1	0.05
Shortly	0	0.0
Flanagan	0	0.0
pulled	0	0.0
road	0	0.0
shot	0	0.0
pronounced	1	0.65
Fairfax-area	1	0.05
dead	0	0.0
hospital	0	0.0
PM	0	0.0
local	0	0.0
time	0	0.0
UTC	0	0.0
reported	1	0.05
Flanagan	0	0.0
alias	1	0.25
Bryce Williams	0	0.0
Bryce	0	0.0
Williams	0	0.0
fired	0	0.0
station	0	0.0
WDBJ	0	0.0
According	0	0.0
Flanagan	0	0.0
president	0	0.0
general	0	0.0
manager	0	0.0
Jeffrey	0	0.0
Marks	0	0.0
speaking	0	0.0
CBS	0	0.0
News	0	0.0
difficult	1	0.1
unhappy	0	0.0
man	0	0.0
work	0	0.0
race-related	1	0.2
F1	0	0.0
race-related driver death	0	0.0
Marino Grand Prix	1	0.05
driver	0	0.0
death	0	0.0
San	0	0.0
Marino	0	0.0
Grand Prix	1	0.05
Grand	0	0.0
Ayrton	1	0.1
Prix	0	0.0
Senna	0	0.0
killed	0	0.0
late portion	1	0.15
October	0	0.0
late	0	0.0
portion	1	0.05
Grand Prix	1	0.05
Japanese	0	0.0
Grand	0	0.0
Suzuka	1	0.05
Prix	0	0.0
Circuit	1	0.05
Bianchi	1	0.05
Bianchi collided	1	0.05
collided	1	0.7
tractor crane	0	0.0
tractor	0	0.0
crane	1	0.05
attending	1	0.05
crashed	0	0.0
car	0	0.0
Adrian	0	0.0
Sutil	0	0.0
wedged	1	0.55
Bianchi	0	0.0
helmet	0	0.0
wedged underneath	1	0.15
underneath	1	0.05
diffuse	1	0.3
tractor	0	0.0
causing	0	0.0
diffuse axonal	1	0.05
diffuse axonal injury	1	0.4
axonal	1	0.45
axonal injury	1	0.05
injury	1	0.15
